apiAuditId,moduleName,exportName,route,requestMethod,discoveredFrom,moduleChecksum,checksumSource,inRepo,inPkg,repoPkgChecksumDiffer,title,category,frequency,testPhase,sideEffectClass,authRequirementHypothesis,paginationKind,consumes,produces,aliasOf,replacement,deprecatedEvidence,cryptoMode,checkToken,unblock,hasCookie,localOnly,asyncFn,params,defaults,plannedCaseCount,executedCaseCount,terminalStatus,reportPath,blocker
ncm.playlist_detail_dynamic,playlist_detail_dynamic,playlist_detail_dynamic,/api/playlist/detail/dynamic,POST,"repo-module,pkg-module,types,docs:/playlist/detail/dynamic",20a21bdd4f3361f45879a7be8df580d6de012c49a7f249f5eba568b7daa9a0d9,pkg,true,true,false,歌单动态信息,playlist,high,P1,read,none,none,playlistId,"playlistId,trackId",,,,,false,false,false,false,true,"id,s",[object Object],8,4,partial,endpoints/ncm.playlist_detail_dynamic.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.playlist_detail_rcmd_get,playlist_detail_rcmd_get,playlist_detail_rcmd_get,/api/playlist/detail/rcmd/get,POST,"repo-module,pkg-module,types,docs:/playlist/detail/rcmd/get",01c4cf2f25de02ce1108ca0a67e97374f0cb6bdf21eb75640c55b12780f5573c,pkg,true,true,false,相关歌单推荐,playlist,medium,P1,read,none,none,playlistId,"playlistId,trackId",,,,,false,false,false,false,true,id,,8,4,partial,endpoints/ncm.playlist_detail_rcmd_get.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.playlist_highquality_tags,playlist_highquality_tags,playlist_highquality_tags,/api/playlist/highquality/tags,POST/weapi,"repo-module,pkg-module,types,docs:/playlist/highquality/tags",34bee3b87eb5cc1096ff90da3e2cfcb480b8ae27bb28573ee9b991b18ddf373c,pkg,true,true,false,精品歌单 tags,playlist,medium,P1,read,none,none,,"playlistId,trackId",,,,weapi,false,false,false,false,true,,,8,4,partial,endpoints/ncm.playlist_highquality_tags.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.playlist_hot,playlist_hot,playlist_hot,/api/playlist/hottags,POST/weapi,"repo-module,pkg-module,types,docs:/playlist/hot",db9e93e334924222d9c57f68b1c4c111117bcc65761a23c5a448c66eb41387d4,pkg,true,true,false,热门歌单分类,playlist,high,P0,read,none,none,,"playlistId,trackId",,,,weapi,false,false,false,false,true,,,6,4,partial,endpoints/ncm.playlist_hot.md,AUTH_USER 登录层缺失（账号待申请，见 B-002）；三态对比未完成
ncm.playlist_import_name_task_create,playlist_import_name_task_create,playlist_import_name_task_create,/api/playlist/import/name/task/create,POST,"repo-module,pkg-module,types,docs:/playlist/import/name/task/create",37a3c2f919561e2de0a09026f229d9b5b27c4d4b5e1b363b2ef9d547aa55698f,pkg,true,true,false,歌单导入 - 元数据/文字/链接导入,playlist,rare,P1,reversible_write,user,none,,"playlistId,trackId",,,,,false,false,false,false,true,"importStarPlaylist,local,playlistName,text,link",,4,0,blocked_by_prerequisite,endpoints/ncm.playlist_import_name_task_create.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.playlist_import_task_status,playlist_import_task_status,playlist_import_task_status,/api/playlist/import/task/status/v2,POST,"repo-module,pkg-module,types,docs:/playlist/import/task/status",2a4180521515fd3755354d342b56feb05ee3f5274d714f8f929d170b6fd839f2,pkg,true,true,false,歌单导入 - 任务状态,playlist,rare,P1,reversible_write,user,none,playlistId,"playlistId,trackId",,,,,false,false,false,false,true,id,,4,0,blocked_by_prerequisite,endpoints/ncm.playlist_import_task_status.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.playlist_mylike,playlist_mylike,playlist_mylike,/api/mlog/playlist/mylike/bytime/get,POST/weapi,"repo-module,pkg-module,types,docs:/playlist/mylike",daec3fa6da187a04411092d321b878a477246221cc68f6ef94955c35bd07614a,pkg,true,true,false,,playlist,high,P1,read,user,cursor,pageToken,"playlistId,trackId",,,,weapi,false,false,false,false,true,"time,limit","[object Object],[object Object]",8,0,blocked_by_prerequisite,endpoints/ncm.playlist_mylike.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.playlist_name_update,playlist_name_update,playlist_name_update,/api/playlist/update/name,POST,"repo-module,pkg-module,types,docs:/playlist/name/update",11a157015641474a2bf06b05f23bc385e8a5ca52356c77cfdd9491bb7747d76c,pkg,true,true,false,更新歌单名,playlist,medium,P1,reversible_write,user,none,playlistId,"playlistId,trackId",,,,,false,false,false,false,true,"id,name",,4,0,blocked_by_prerequisite,endpoints/ncm.playlist_name_update.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.playlist_order_update,playlist_order_update,playlist_order_update,/api/playlist/order/update,POST/weapi,"repo-module,pkg-module,types,docs:/playlist/order/update",86f94d37e3f29a5c27edbbaf6daf12d438df71fad40759afe3d61e8aba2fe795,pkg,true,true,false,编辑歌单顺序,playlist,medium,P1,reversible_write,user,none,playlistId,"playlistId,trackId",,,,weapi,false,false,false,false,true,ids,,4,0,blocked_by_prerequisite,endpoints/ncm.playlist_order_update.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.playlist_privacy,playlist_privacy,playlist_privacy,/api/playlist/update/privacy,POST,"repo-module,pkg-module,types,docs:/playlist/privacy",d9566a21e59463f5abeb8c4a8e93fee154dcd0360a6e7e140d40db728d01ec34,pkg,true,true,false,公开隐私歌单,playlist,medium,P1,reversible_write,user,none,playlistId,"playlistId,trackId",,,,,false,false,false,false,true,id,,4,0,blocked_by_prerequisite,endpoints/ncm.playlist_privacy.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.playlist_subscribe,playlist_subscribe,playlist_subscribe,/api/playlist/${path} (templated),POST/eapi,"repo-module,pkg-module,types,docs:/playlist/subscribe",1541d0d2ba4062bf51517c9b4a3d9e95682e701688fa2cc2a93f794858f3a089,pkg,true,true,false,收藏与取消收藏歌单,playlist,high,P1,reversible_write,user,none,playlistId,"playlistId,trackId",,,,eapi,false,false,false,false,true,"t,id,checkToken",,4,0,blocked_by_prerequisite,endpoints/ncm.playlist_subscribe.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.playlist_subscribers,playlist_subscribers,playlist_subscribers,/api/playlist/subscribers,POST,"repo-module,pkg-module,types,docs:/playlist/subscribers",aa1d863dab3cd26fcccf8fd1377bb976bb1edcb6b13646a55223dfedb6f72c4e,pkg,true,true,false,歌单收藏者,playlist,medium,P1,reversible_write,user,offset,"playlistId,pageToken","playlistId,trackId",,,,,false,false,false,false,true,"id,limit,offset","[object Object],[object Object]",4,5,partial,endpoints/ncm.playlist_subscribers.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.playlist_tags_update,playlist_tags_update,playlist_tags_update,/api/playlist/tags/update,POST,"repo-module,pkg-module,types,docs:/playlist/tags/update",e546ecc9d8790cdcf463ab9f95590cc9ea83bd645bba010682ad0a34b7e81920,pkg,true,true,false,更新歌单标签,playlist,medium,P1,reversible_write,user,none,playlistId,"playlistId,trackId",,,,,false,false,false,false,true,"id,tags",,4,0,blocked_by_prerequisite,endpoints/ncm.playlist_tags_update.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.playlist_track_add,playlist_track_add,playlist_track_add,/api/playlist/track/add,POST/weapi,"repo-module,pkg-module,types,docs:/playlist/track/add",dd4b3ee5a067e28c10695dd32d12e1a92f98d8aa29b73ce71f4442471fca4db5,pkg,true,true,false,,playlist,high,P1,reversible_write,user,none,playlistId,"playlistId,trackId",,,,weapi,false,false,false,false,true,"ids,pid",[object Object],4,0,blocked_by_prerequisite,endpoints/ncm.playlist_track_add.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.playlist_track_all,playlist_track_all,playlist_track_all,/api/v6/playlist/detail,POST,"repo-module,pkg-module,types,docs:/playlist/track/all",787aecddc2d29e7a0523974ad78e470b6e647b7d0687697d6cdba0565aca2dfe,pkg,true,true,false,通过传过来的歌单id拿到所有歌曲数据,playlist,high,P1,read,none,offset,"playlistId,pageToken","playlistId,trackId",,,,,false,false,false,false,true,"id,s,limit,offset",[object Object],8,7,partial,endpoints/ncm.playlist_track_all.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.playlist_track_delete,playlist_track_delete,playlist_track_delete,/api/playlist/track/delete,POST/weapi,"repo-module,pkg-module,types,docs:/playlist/track/delete",65228a4d3b1382d48157972c868a5aef99da04731789081aa36bf2627dd6bed1,pkg,true,true,false,收藏单曲到歌单 从歌单删除歌曲,playlist,high,P1,reversible_write,user,none,playlistId,"playlistId,trackId",,,,weapi,false,false,false,false,true,"ids,id",[object Object],4,0,blocked_by_prerequisite,endpoints/ncm.playlist_track_delete.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.playlist_tracks,playlist_tracks,playlist_tracks,/api/playlist/manipulate/tracks,POST,"repo-module,pkg-module,types,docs:/playlist/tracks",882688ccb3053cf93910d1ab8d80ebacb7e89309145191fcee747b4b12714a8c,pkg,true,true,false,收藏单曲到歌单 从歌单删除歌曲,playlist,high,P1,read,none,none,playlistId,"playlistId,trackId",,,,,false,false,false,false,true,"tracks,op,pid",,8,4,failed_stable,endpoints/ncm.playlist_tracks.md,模块级崩溃：Cannot read properties of undefined (reading split)，4/4 可复现（本地异常，非网络）
ncm.playlist_update,playlist_update,playlist_update,/api/batch,POST,"repo-module,pkg-module,types,docs:/playlist/update",2a8c95d16871a824a9b89beb83fb18a1a46d3e94f412f80f337f74f16394afe7,pkg,true,true,false,编辑歌单,playlist,medium,P1,reversible_write,user,none,playlistId,"playlistId,trackId",,,,,false,false,false,false,true,"desc,tags,id,name","[object Object],[object Object]",4,0,blocked_by_prerequisite,endpoints/ncm.playlist_update.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.playlist_update_playcount,playlist_update_playcount,playlist_update_playcount,/api/playlist/update/playcount,POST,"repo-module,pkg-module,types,docs:/playlist/update/playcount",9fe82dd180498bbe7c5eb1876579183704bcdb452273ed98e7c20ca84943cab2,pkg,true,true,false,歌单打卡,playlist,medium,P1,reversible_write,user,none,playlistId,"playlistId,trackId",,,,,false,false,false,false,true,id,,4,0,blocked_by_prerequisite,endpoints/ncm.playlist_update_playcount.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.playlist_video_recent,playlist_video_recent,playlist_video_recent,/api/playlist/video/recent,POST/weapi,"repo-module,pkg-module,types,docs:/playlist/video/recent",85292982204afd973a22292dbaeb9146f40369e22b6f2784231a60d990223984,pkg,true,true,false,,playlist,medium,P1,read,user,none,,"playlistId,trackId",,,,weapi,false,false,false,false,true,,,8,3,partial,endpoints/ncm.playlist_video_recent.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.playmode_intelligence_list,playmode_intelligence_list,playmode_intelligence_list,/api/playmode/intelligence/list,POST,"repo-module,pkg-module,types,docs:/playmode/intelligence/list",c1726b7ca52e45570b774b29faef52aa2f1fd44c8677522f3a4e26087a9e5b1b,pkg,true,true,false,智能播放,playmode,medium,P2,read,none,none,playlistId,,,,,,false,false,false,false,true,"id,pid,sid,count",[object Object],6,4,partial,endpoints/ncm.playmode_intelligence_list.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.playmode_song_vector,playmode_song_vector,playmode_song_vector,/api/playmode/song/vector/get,POST,"repo-module,pkg-module,types,docs-missing",2c958ca493d547af0e31e4f59f28c293e80be4b8b26b283ad1011c945e33288a,pkg,true,true,false,云随机播放,playmode,medium,P2,read,none,none,,,,,,,false,false,false,false,true,ids,,6,4,partial,endpoints/ncm.playmode_song_vector.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.program_recommend,program_recommend,program_recommend,/api/program/recommend/v1,POST/weapi,"repo-module,pkg-module,types,docs:/program/recommend",50cdb7f2388acaf245c3105f80eb5c1e0304999ecce55272a33451f83edc3649,pkg,true,true,false,推荐节目,dj,medium,P2,read,none,offset,pageToken,"djId,programId,radioId",,,,weapi,false,false,false,false,true,"type,limit,offset","[object Object],[object Object]",10,4,partial,endpoints/ncm.program_recommend.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.radio_sport_get,radio_sport_get,radio_sport_get,/api/radio/sport/get,POST,"repo-module,pkg-module,types,docs:/radio/sport/get",ba2547fe11faa5ea96e939ecd7a2104aebd45252ec9198c412ec3dee0b5a7b6f,pkg,true,true,false,跑步漫游,radio,rare,P2,read,none,none,,"djId,programId,radioId",,,,,false,false,false,false,true,bpm,[object Object],5,4,partial,endpoints/ncm.radio_sport_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.rebind,rebind,rebind,/api/user/replaceCellphone,POST/weapi,"repo-module,pkg-module,types,docs:/rebind",d098850aa294024d2f8a4f0f9accc2621a87e50d767e3bb2738ed98375fad030,pkg,true,true,false,更换手机,auth,medium,P5,credential,user,none,,,,,,weapi,false,false,false,false,true,"captcha,phone,oldcaptcha,ctcode",[object Object],8,0,blocked_by_prerequisite,endpoints/ncm.rebind.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.recent_listen_list,recent_listen_list,recent_listen_list,/api/pc/recent/listen/list,POST,"repo-module,pkg-module,types,docs:/recent/listen/list",53a17ed25e291427c0ffa7aaa3c1a47e9ae9c3dc54a2df8f9ad933a1749dffe8,pkg,true,true,false,最近听歌列表,listen-history,medium,P2,read,user,none,,,,,,,false,false,false,false,true,,,6,0,blocked_by_prerequisite,endpoints/ncm.recent_listen_list.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.recommend_resource,recommend_resource,recommend_resource,/api/v1/discovery/recommend/resource,POST/weapi,"repo-module,pkg-module,types,docs:/recommend/resource",c60687445d968c85cd3b62a71964ddb731bd4b73ce682d3e30adc4dffcc59df8,pkg,true,true,false,每日推荐歌单,recommend,high,P0,read,user,none,,"songId,playlistId",,,,weapi,false,false,false,false,true,,,6,4,partial,endpoints/ncm.recommend_resource.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.recommend_songs,recommend_songs,recommend_songs,/api/v3/discovery/recommend/songs,POST/weapi,"repo-module,pkg-module,types,docs:/recommend/songs",2a09b5ca8f0609c4d0efcac5c10ef49e6d457361ce3134b04f75b0e09edd35b2,pkg,true,true,false,每日推荐歌曲,recommend,high,P0,read,user,none,,"songId,playlistId",,,,weapi,false,false,false,false,true,afresh,,6,4,partial,endpoints/ncm.recommend_songs.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.recommend_songs_dislike,recommend_songs_dislike,recommend_songs_dislike,/api/v2/discovery/recommend/dislike,POST/weapi,"repo-module,pkg-module,types,docs:/recommend/songs/dislike",59fe44e57718ccb14c4be0c28d2b25922f5ac184a8be3b7d980fccaf1c135248,pkg,true,true,false,每日推荐歌曲-不感兴趣,recommend,high,P0,reversible_write,user,none,,"songId,playlistId",,,,weapi,false,false,false,false,true,id,,4,0,blocked_by_prerequisite,endpoints/ncm.recommend_songs_dislike.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.record_recent_album,record_recent_album,record_recent_album,/api/play-record/album/list,POST/weapi,"repo-module,pkg-module,types,docs:/record/recent/album",bd915973ff7219f2eb9bb1296dff59c5232aa6493e0a194813a2f36fc613a80f,pkg,true,true,false,,listen-history,high,P2,read,user,offset,pageToken,"songId,playlistId,albumId",,,,weapi,false,false,false,false,true,limit,[object Object],10,4,partial,endpoints/ncm.record_recent_album.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.record_recent_dj,record_recent_dj,record_recent_dj,/api/play-record/djradio/list,POST/weapi,"repo-module,pkg-module,types,docs:/record/recent/dj",8f259e4958d95f069e16f982f8f335422f1ffee6deb838abffb2e0bab75c15ab,pkg,true,true,false,,listen-history,medium,P2,read,user,offset,pageToken,"songId,playlistId,albumId",,,,weapi,false,false,false,false,true,limit,[object Object],10,4,partial,endpoints/ncm.record_recent_dj.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.record_recent_playlist,record_recent_playlist,record_recent_playlist,/api/play-record/playlist/list,POST/weapi,"repo-module,pkg-module,types,docs:/record/recent/playlist",f800cccfdafa6f170fb0c5554d526174e74790bff8f3e14791119111da66a9e7,pkg,true,true,false,,listen-history,high,P2,read,user,offset,pageToken,"songId,playlistId,albumId",,,,weapi,false,false,false,false,true,limit,[object Object],10,4,partial,endpoints/ncm.record_recent_playlist.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.record_recent_song,record_recent_song,record_recent_song,/api/play-record/song/list,POST/weapi,"repo-module,pkg-module,types,docs:/record/recent/song",93b65c0d5bf6c9d912ce3c6d5da79f8d5168b3247473b7c0ddb54bbc8638c6db,pkg,true,true,false,,listen-history,high,P2,read,user,offset,pageToken,"songId,playlistId,albumId",,,,weapi,false,false,false,false,true,limit,[object Object],10,4,partial,endpoints/ncm.record_recent_song.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.record_recent_video,record_recent_video,record_recent_video,/api/play-record/newvideo/list,POST/weapi,"repo-module,pkg-module,types,docs:/record/recent/video",85686559b2ea654f1fd2c88c5ad4df1ed99be8cd22c12621a1fbd2f866fbd606,pkg,true,true,false,,listen-history,medium,P2,read,user,offset,pageToken,"songId,playlistId,albumId",,,,weapi,false,false,false,false,true,limit,[object Object],10,4,partial,endpoints/ncm.record_recent_video.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.record_recent_voice,record_recent_voice,record_recent_voice,/api/play-record/voice/list,POST/weapi,"repo-module,pkg-module,types,docs:/record/recent/voice",bd9584ca4427177615c01815adb4010dee99d06c083e23f062f07722c9bba8a7,pkg,true,true,false,,listen-history,medium,P2,read,user,offset,pageToken,"songId,playlistId,albumId",,,,weapi,false,false,false,false,true,limit,[object Object],10,4,partial,endpoints/ncm.record_recent_voice.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.register_anonimous,register_anonimous,register_anonimous,/api/register/anonimous,POST/xeapi,"repo-module,pkg-module,types,docs-missing",a3211a71bf02bdee0bf56e85c95347485b4898abaf46e1d70c4cfc22bb3248a7,pkg,true,true,false,获取游客cookie,auth,high,P0,credential,none,none,,"cookie,uid",,,,xeapi,false,false,false,false,true,,,8,2,rate_limited,endpoints/ncm.register_anonimous.md,匿名注册风控：成功路径已验证后被连续 code 400
ncm.register_cellphone,register_cellphone,register_cellphone,/api/w/register/cellphone,POST,"repo-module,pkg-module,types,docs:/register/cellphone",464cd21bd75a7164cda565d9c9c3b1c4aff36c58f6034e209520c25748843e6a,pkg,true,true,false,注册账号,auth,medium,P0,credential,user,none,,"cookie,uid",,,,,false,false,false,false,true,"captcha,phone,password,nickname,countrycode",[object Object],8,0,blocked_by_prerequisite,endpoints/ncm.register_cellphone.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.register_checktoken_v2,register_checktoken_v2,register_checktoken_v2,direct-call,direct-call,"repo-module,pkg-module,types-missing,docs-missing",4c2aef49f3e3b8c60d808478fe30b565907df85b644180a397534eeb424d108f,pkg,true,true,false,易盾反作弊 Token 注册端点,auth,medium,P0,credential,user,none,,"cookie,uid",,,,,false,false,false,true,true,refresh,,8,0,blocked_by_prerequisite,endpoints/ncm.register_checktoken_v2.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.register_checktoken_v3,register_checktoken_v3,register_checktoken_v3,direct-call,direct-call,"repo-module,pkg-module,types-missing,docs-missing",7565f3c309ccfaceb49ba12c9cbef899c99ef38093b30e22aa554e82b7b9c482,pkg,true,true,false,易盾反作弊 Token 注册端点,auth,medium,P0,credential,user,none,,"cookie,uid",,,,,false,false,false,true,true,refresh,,8,0,blocked_by_prerequisite,endpoints/ncm.register_checktoken_v3.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.register_xeapikey,register_xeapikey,register_xeapikey,direct-call,direct-call,"repo-module,pkg-module,types-missing,docs-missing",507a169b3f1574d058f51d018ff2a6657f54341d827b938b6828f814ad1226a6,pkg,true,true,false,,auth,medium,P0,credential,user,none,,"cookie,uid",,,,,false,false,false,true,true,"deviceId,currentKeyVersion",,8,3,failed_stable,endpoints/ncm.register_xeapikey.md,XEAPI-001：模块要求 sk，服务器返回 publicKey/version/nextUpdateTime；xeapiSignKey 回退可用
ncm.related_allvideo,related_allvideo,related_allvideo,/api/cloudvideo/v1/allvideo/rcmd,POST/weapi,"repo-module,pkg-module,types,docs:/related/allvideo",d475e84f6e452fcde2f814786081758346d1bf45330c346e91272603f14a81d2,pkg,true,true,false,相关视频,related,high,P1,read,none,none,,"playlistId,videoId",,,,weapi,false,false,false,false,true,id,,6,4,partial,endpoints/ncm.related_allvideo.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.related_playlist,related_playlist,related_playlist,direct-call,direct-call,"repo-module,pkg-module,types,docs:/related/playlist",a1f3330d0618661f83954be9932a7c615d207daeb90815cd047b3d248aa0d92e,pkg,true,true,false,相关歌单,related,high,P1,read,none,none,,"playlistId,videoId",,,,,false,false,false,true,true,id,,6,2,partial,endpoints/ncm.related_playlist.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.relay_play_state_submit,relay_play_state_submit,relay_play_state_submit,/api/relay/play/state/submit,POST/weapi,"repo-module,pkg-module,types-missing,docs:/relay/play/state/submit",983b6f568330b5a9cd118ea077c397db2a11d4d86ce7a5ab68d682d65fbf30f3,pkg,true,true,false,提交歌曲播放状态,telemetry,medium,P2,reversible_write,user,none,,,,,,weapi,false,false,false,false,true,,,4,0,blocked_by_prerequisite,endpoints/ncm.relay_play_state_submit.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.rep_ugc_activity_collect,rep_ugc_activity_collect,rep_ugc_activity_collect,/api/rep/ugc/activity/collect,POST/eapi,"repo-module,pkg-module,types-missing,docs:/rep/ugc/activity/collect",30f698936217437c47d1421c17cf9fe4ad48382ad810848aa633bfcd8cb81e9a,pkg,true,true,false,云小编领取任务积分,ugc,rare,P2,reversible_write,user,none,,,,,,eapi,false,false,false,false,true,activityId,[object Object],4,0,blocked_by_prerequisite,endpoints/ncm.rep_ugc_activity_collect.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.rep_ugc_activity_get,rep_ugc_activity_get,rep_ugc_activity_get,/api/rep/ugc/activity/get,POST/eapi,"repo-module,pkg-module,types-missing,docs:/rep/ugc/activity/get",c323027e7229a908421bdd212bf66b72817d52c132df3f305d37b5c0f1973a9b,pkg,true,true,false,云小编活动信息,ugc,rare,P2,read,user,none,,,,,,eapi,false,false,false,false,true,,,5,0,blocked_by_prerequisite,endpoints/ncm.rep_ugc_activity_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.rep_ugc_exam_info_get,rep_ugc_exam_info_get,rep_ugc_exam_info_get,/api/rep/ugc/exam/info/get,POST/eapi,"repo-module,pkg-module,types-missing,docs-missing",3fde66ad939e9b5629622fccf10a4442d08003c5744098ab38446ccbd7f56f82,pkg,true,true,false,云小编考试状态,ugc,rare,P2,reversible_write,user,none,,,,,,eapi,false,false,false,false,true,examType,,4,0,blocked_by_prerequisite,endpoints/ncm.rep_ugc_exam_info_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.rep_ugc_exam_question_single_get,rep_ugc_exam_question_single_get,rep_ugc_exam_question_single_get,/api/rep/ugc/exam/question/single/get,POST/eapi,"repo-module,pkg-module,types-missing,docs-missing",0f36470081e35bc2445b39280da470f311390b6ee1930967df53c2c30309dc37,pkg,true,true,false,云小编考试取题,ugc,rare,P2,reversible_write,user,none,,,,,,eapi,false,false,false,false,true,"examType,taskId",,4,0,blocked_by_prerequisite,endpoints/ncm.rep_ugc_exam_question_single_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.rep_ugc_exam_result_get,rep_ugc_exam_result_get,rep_ugc_exam_result_get,/api/rep/ugc/exam/result/get,POST/eapi,"repo-module,pkg-module,types-missing,docs-missing",045e91dc9b4118a5488a45faac90ee92dff6e62ba30b265bda91841b56ca0b36,pkg,true,true,false,云小编考试结果,ugc,rare,P2,reversible_write,user,none,,,,,,eapi,false,false,false,false,true,"examType,taskId",,4,0,blocked_by_prerequisite,endpoints/ncm.rep_ugc_exam_result_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.rep_ugc_exam_start,rep_ugc_exam_start,rep_ugc_exam_start,/api/rep/ugc/exam/start,POST/eapi,"repo-module,pkg-module,types-missing,docs-missing",5ff78a940572fc05806d73e7232cfd7bd9f5e0a02f295d49c2f8b7246a39147a,pkg,true,true,false,云小编考试开始,ugc,rare,P2,reversible_write,user,none,,,,,,eapi,false,false,false,false,true,examType,,4,0,blocked_by_prerequisite,endpoints/ncm.rep_ugc_exam_start.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.rep_ugc_exam_submit,rep_ugc_exam_submit,rep_ugc_exam_submit,/api/rep/ugc/exam/submit,POST/eapi,"repo-module,pkg-module,types-missing,docs-missing",d736021cdb7ba27e50001759feaf2114b5d2d39a8f980a34977870a561eecb0d,pkg,true,true,false,云小编考试提交,ugc,rare,P2,reversible_write,user,none,,,,,,eapi,false,false,false,false,true,"examType,taskId,questionId,answer",,4,0,blocked_by_prerequisite,endpoints/ncm.rep_ugc_exam_submit.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.rep_ugc_user_collect-vip,rep_ugc_user_collect-vip,rep_ugc_user_collect-vip,/api/rep/ugc/user/collect-vip,POST/eapi,"repo-module,pkg-module,types-missing,docs:/rep/ugc/user/collect-vip",8f960d2ee3a74bf97fed7a830034de0ea8cb2a39178987a3cc1c322137707aad,pkg,true,true,false,云小编领取一日会员,ugc,rare,P2,reversible_write,user,none,,,,,,eapi,false,false,false,false,true,activityId,[object Object],4,0,blocked_by_prerequisite,endpoints/ncm.rep_ugc_user_collect-vip.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.rep_ugc_user_get,rep_ugc_user_get,rep_ugc_user_get,/api/rep/ugc/user/get,POST/eapi,"repo-module,pkg-module,types-missing,docs:/rep/ugc/user/get",f629141fbf02384406d11451745db1a46c3cfbe74497057d9017bbea063a74be,pkg,true,true,false,云小编获取用户详情,ugc,rare,P2,read,user,none,,,,,,eapi,false,false,false,false,true,,,5,0,blocked_by_prerequisite,endpoints/ncm.rep_ugc_user_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.rep_ugc_user_sign,rep_ugc_user_sign,rep_ugc_user_sign,/api/rep/ugc/user/sign,POST/eapi,"repo-module,pkg-module,types-missing,docs:/rep/ugc/user/sign",a403eed12651059242c249c0b5fcdaf741f19aaf6430700ab56a01f5a6dcd084,pkg,true,true,false,云小编每日签到,ugc,rare,P2,reversible_write,user,none,,,,,,eapi,false,false,false,false,true,,,4,0,blocked_by_prerequisite,endpoints/ncm.rep_ugc_user_sign.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
